probe_id,Predicted hits gene ids,Predicted hits gene names,Predicted hits are annotated ortholog
ENSG00000004660|CAMKK1|98e618a,ENSMMUG00000020251,CAMKK1,True
ENSG00000004838|ZMYND10|0770eed,ENSMMUG00000007006,ZMYND10,True
ENSG00000004838|ZMYND10|8bec765,ENSMMUG00000007006;ENSMMUG00000007013,ZMYND10;NPRL2,True;True
ENSG00000004838|ZMYND10|bf06959,ENSMMUG00000007006,ZMYND10,True
ENSG00000004948|CALCR|15b0aa9,,,
ENSG00000004948|CALCR|22439fa,ENSMMUG00000014319,CALCR,True
ENSG00000004948|CALCR|a6bc670,ENSMMUG00000014319,CALCR,True
ENSG00000005001|PRSS22|6fa9c3f,,,
ENSG00000005001|PRSS22|8c29f5e,ENSMMUG00000037718,PRSS22,True
ENSG00000005001|PRSS22|ed6539d,ENSMMUG00000037718,PRSS22,True
ENSG00000005187|ACSM3|49bca25,ENSMMUG00000016745,ACSM3,True
ENSG00000005187|ACSM3|63055c9,,,
ENSG00000005189|REXO5|85d86e9,ENSMMUG00000016748,REXO5,True
ENSG00000005189|REXO5|c6c7702,ENSMMUG00000016748,REXO5,True
ENSG00000005189|REXO5|cf6fe98,,,
ENSG00000005436|GCFC2|32a3e39,,,
ENSG00000005436|GCFC2|9b9245e,ENSMMUG00000018512,GCFC2,True
ENSG00000005436|GCFC2|af29d0f,ENSMMUG00000018512,GCFC2,True
ENSG00000005889|ZFX|0db6299,,,
ENSG00000005889|ZFX|3e2d6c3,ENSMMUG00000009801,ZFX,True
ENSG00000005889|ZFX|4696d93,ENSMMUG00000009801,ZFX,True
ENSG00000006059|KRT33A|12a8d46,ENSMMUG00000062362,KRT33A,True
ENSG00000006059|KRT33A|a87a1a7,ENSMMUG00000062362,KRT33A,True
ENSG00000006059|KRT33A|c0dac36,,,
ENSG00000006128|TAC1|a928cb9,ENSMMUG00000014823,TAC1,True
ENSG00000006128|TAC1|f038b41,ENSMMUG00000014823,TAC1,True
ENSG00000006128|TAC1|fe21639,,,
ENSG00000006194|ZNF263|0a2609a,,,
ENSG00000006194|ZNF263|4cd42a5,ENSMMUG00000017973,ZNF263,True
ENSG00000006194|ZNF263|7a83b2d,ENSMMUG00000017973,ZNF263,True
ENSG00000006194|ZNF263|a1809e2,,,
ENSG00000006194|ZNF263|eb2c938,ENSMMUG00000017973,ZNF263,True
ENSG00000006194|ZNF263|ec7d946,,,
ENSG00000006530|AGK|9196815,,,
ENSG00000006530|AGK|955286f,ENSMMUG00000021017,AGK,True
ENSG00000006530|AGK|a559992,,,
ENSG00000006530|AGK|aff1494,,,
ENSG00000006530|AGK|b54a6a8,ENSMMUG00000021017,AGK,True
ENSG00000006530|AGK|febf964,ENSMMUG00000021017,AGK,True
ENSG00000006534|ALDH3B1|5304c18,,,
ENSG00000006534|ALDH3B1|fc60295,ENSMMUG00000023188,ALDH3B1,True
ENSG00000006606|CCL26|79cf45e,,,
ENSG00000006606|CCL26|88deec5,ENSMMUG00000015735,CCL26,True
ENSG00000006606|CCL26|ab6c52c,ENSMMUG00000015735,CCL26,True
ENSG00000006625|GGCT|26d0f7c,,,
ENSG00000006625|GGCT|5604a32,ENSMMUG00000012550,GGCT,True
ENSG00000006625|GGCT|aad519d,ENSMMUG00000012550,GGCT,True
ENSG00000006634|DBF4|92b9adb,,,
ENSG00000006634|DBF4|da55758,ENSMMUG00000006771,DBF4,True
ENSG00000006659|LGALS14|0317659,ENSMMUG00000048215,nan,True
ENSG00000006659|LGALS14|a04bf45,ENSMMUG00000048215,nan,True
ENSG00000006659|LGALS14|a333d17,,nan,
ENSG00000006695|COX10|02f25dd,ENSMMUG00000016157,COX10,True
ENSG00000006695|COX10|726de8e,,,
ENSG00000006695|COX10|a4b1d4c,,,
ENSG00000006704|GTF2IRD1|5e0a0b4,,,
ENSG00000006704|GTF2IRD1|9c110f0,ENSMMUG00000018842,GTF2IRD1,True
ENSG00000006704|GTF2IRD1|d9061ea,ENSMMUG00000018842,GTF2IRD1,True
ENSG00000006744|ELAC2|3076d0e,ENSMMUG00000014450,ELAC2,True
ENSG00000006744|ELAC2|53b50e1,ENSMMUG00000014450,ELAC2,True
ENSG00000006744|ELAC2|b43781d,,,
ENSG00000006756|ARSD|7f4ac7c,,,
ENSG00000006756|ARSD|cc5ea5c,,,
ENSG00000006756|ARSD|d6f31f4,ENSMMUG00000003934,ARSD,True
ENSG00000006788|MYH13|3cdd563,ENSMMUG00000009759,MYH13,True
ENSG00000006788|MYH13|785ce48,ENSMMUG00000009759,MYH13,True
ENSG00000006788|MYH13|bb5795b,,,
ENSG00000007047|MARK4|53cf0c0,ENSMMUG00000018672,MARK4,True
ENSG00000007047|MARK4|5b015dd,ENSMMUG00000018672,MARK4,True
ENSG00000007047|MARK4|ef7e250,,,
ENSG00000007174|DNAH9|28d9e00,ENSMMUG00000018539,DNAH9,True
ENSG00000007174|DNAH9|2a64560,ENSMMUG00000018539,DNAH9,True
ENSG00000007174|DNAH9|2d80e92,,,
ENSG00000007174|DNAH9|3bb73cc,ENSMMUG00000018539,DNAH9,True
ENSG00000007174|DNAH9|5e7f4fc,,,
ENSG00000007174|DNAH9|8920462,,,
ENSG00000007216|SLC13A2|45311e3,ENSMMUG00000037573,SLC13A2,True
ENSG00000007216|SLC13A2|6df9018,,,
ENSG00000007216|SLC13A2|e6cb8b5,ENSMMUG00000037573,SLC13A2,True
ENSG00000007237|GAS7|3512472,ENSMMUG00000018092,GAS7,True
ENSG00000007237|GAS7|404ab18,,,
ENSG00000007237|GAS7|52bc7e1,ENSMMUG00000018092,GAS7,True
ENSG00000007237|GAS7|66bdad9,ENSMMUG00000018092,GAS7,True
ENSG00000007237|GAS7|f075109,ENSMMUG00000018092,GAS7,True
ENSG00000007255|TRAPPC6A|327b099,ENSMMUG00000022931,NKPD1,False
ENSG00000007255|TRAPPC6A|432fb96,ENSMMUG00000022931,NKPD1,False
ENSG00000007255|TRAPPC6A|4751ec0,,,
ENSG00000007306|CEACAM7|1cd0933,,,
ENSG00000007306|CEACAM7|405414b,ENSMMUG00000059229,CEACAM7,True
ENSG00000007306|CEACAM7|c526e17,,,
ENSG00000007314|SCN4A|1eb9a2f,,,
ENSG00000007314|SCN4A|4e0a557,ENSMMUG00000000580,SCN4A,True
ENSG00000007314|SCN4A|860a3b6,ENSMMUG00000000580,SCN4A,True
ENSG00000007376|RPUSD1|3da1924,ENSMMUG00000000842,RPUSD1,True
ENSG00000007376|RPUSD1|6b225ac,ENSMMUG00000000842,RPUSD1,True
ENSG00000007376|RPUSD1|6be0c77,,,
ENSG00000007516|BAIAP3|0ceb82f,ENSMMUG00000021415,BAIAP3,True
ENSG00000007516|BAIAP3|262f562,ENSMMUG00000021415,BAIAP3,True
ENSG00000007516|BAIAP3|3311008,,,
ENSG00000008130|NADK|5902703,ENSMMUG00000010879,NADK,True
ENSG00000008130|NADK|7c77f9b,ENSMMUG00000010879,NADK,True
ENSG00000008130|NADK|daccfda,,,
ENSG00000008300|CELSR3|08b643a,ENSMMUG00000014707,CELSR3,True
ENSG00000008300|CELSR3|1c719a9,,,
ENSG00000008300|CELSR3|a4fef88,ENSMMUG00000014707,CELSR3,True
ENSG00000008311|AASS|ac486b1,,,
ENSG00000008311|AASS|cb97ecd,ENSMMUG00000044304,AASS,True
ENSG00000008311|AASS|fe69260,ENSMMUG00000044304,AASS,True
ENSG00000008323|PLEKHG6|1f5204f,ENSMMUG00000000375,PLEKHG6,True
ENSG00000008323|PLEKHG6|2d3803c,ENSMMUG00000000375,PLEKHG6,True
ENSG00000008323|PLEKHG6|3acbd3c,ENSMMUG00000000375,PLEKHG6,True
ENSG00000008323|PLEKHG6|c97395e,ENSMMUG00000000375,PLEKHG6,True
ENSG00000008323|PLEKHG6|ce007e1,,,
ENSG00000008323|PLEKHG6|f00e1c1,,,
ENSG00000008394|MGST1|15e96d3,ENSMMUG00000057610,MGST1,True
ENSG00000008394|MGST1|769975c,,,
ENSG00000008394|MGST1|9f66b84,ENSMMUG00000057610,MGST1,True
ENSG00000008441|NFIX|2e74862,ENSMMUG00000019292,NFIX,True
ENSG00000008441|NFIX|349967c,,,
ENSG00000008441|NFIX|8bbc7ad,ENSMMUG00000019292,NFIX,True
ENSG00000008710|PKD1|210e3dc,,,
ENSG00000008710|PKD1|6c2428f,ENSMMUG00000029263,PKD1,True
ENSG00000008710|PKD1|a045f8c,ENSMMUG00000029263,PKD1,True
ENSG00000010278|CD9|2a0098b,ENSMMUG00000004470,CD9,True
ENSG00000010278|CD9|33d83db,,,
ENSG00000010278|CD9|82f022b,ENSMMUG00000004470,CD9,True
ENSG00000010379|SLC6A13|56f347e,,,
ENSG00000010379|SLC6A13|9ef7b92,ENSMMUG00000013653;ENSMMUG00000061421,KDM5A;SLC6A12,False;False
ENSG00000010379|SLC6A13|d7a012c,,,
ENSG00000010438|PRSS3|5b9e76c,,,
ENSG00000010438|PRSS3|6638e44,ENSMMUG00000037718,PRSS22,False
ENSG00000010438|PRSS3|a876ffc,ENSMMUG00000051032;ENSMMUG00000016286,PRSS2;PRSS1,False;False
ENSG00000010610|CD4|3f96936,ENSMMUG00000013202,CD4,True
ENSG00000010610|CD4|52b77a9,,,
ENSG00000010610|CD4|d758492,ENSMMUG00000013202,CD4,True
ENSG00000011021|CLCN6|14b827f,,,
ENSG00000011021|CLCN6|7877404,ENSMMUG00000007829,CLCN6,True
ENSG00000011021|CLCN6|b04862a,ENSMMUG00000007829,CLCN6,True
ENSG00000011275|RNF216|2d5fff0,ENSMMUG00000000182;ENSMMUG00000039501,RNF216;RBAK,True;True
ENSG00000011275|RNF216|51537f0,ENSMMUG00000000182,RNF216,True
ENSG00000011454|RABGAP1|1b1173f,,,
ENSG00000011454|RABGAP1|561e4c1,ENSMMUG00000000670,RABGAP1,True
ENSG00000011454|RABGAP1|62a0f8b,,,
ENSG00000011454|RABGAP1|d5394ef,ENSMMUG00000000670,RABGAP1,True
ENSG00000011454|RABGAP1|dfb6ddb,ENSMMUG00000000670,RABGAP1,True
ENSG00000011454|RABGAP1|fdf0443,,,
ENSG00000011638|TMEM159|1c8215c,ENSMMUG00000016758,TMEM159,True
ENSG00000011638|TMEM159|222a911,,,
ENSG00000011638|TMEM159|a5425f9,,,
ENSG00000012048|BRCA1|2d46e2d,ENSMMUG00000001329,BRCA1,True
ENSG00000012048|BRCA1|4649cd1,,,
ENSG00000012048|BRCA1|63a0042,,,
ENSG00000012048|BRCA1|6441d15,,,
ENSG00000012048|BRCA1|ad7ef21,ENSMMUG00000001329,BRCA1,True
ENSG00000012048|BRCA1|e52ed97,,,
ENSG00000012048|BRCA1|f7d74b4,ENSMMUG00000001329,BRCA1,True
ENSG00000012124|CD22|211e2f0,,,
ENSG00000012124|CD22|4eca029,ENSMMUG00000017621,CD22,True
ENSG00000012124|CD22|e509f4d,ENSMMUG00000017621,CD22,True
ENSG00000012223|LTF|1ecf9c1,ENSMMUG00000014261,LTF,True
ENSG00000012223|LTF|61c4359,ENSMMUG00000014261,LTF,True
ENSG00000012223|LTF|7646100,,,
ENSG00000012232|EXTL3|aae236d,ENSMMUG00000017700,EXTL3,True
ENSG00000012232|EXTL3|acf24e3,ENSMMUG00000017700,EXTL3,True
ENSG00000012232|EXTL3|f745206,,,
ENSG00000012504|NR1H4|15a698a,ENSMMUG00000003571,NR1H4,True
ENSG00000012504|NR1H4|314462f,ENSMMUG00000003571,NR1H4,True
ENSG00000012504|NR1H4|68f3f7c,ENSMMUG00000003571,NR1H4,True
ENSG00000012504|NR1H4|c8302e5,,,
ENSG00000012504|NR1H4|cb83977,,,
ENSG00000012504|NR1H4|e099011,ENSMMUG00000003571,NR1H4,True
ENSG00000012660|ELOVL5|0329de7,ENSMMUG00000006422,ELOVL5,True
ENSG00000012660|ELOVL5|3eed868,,,
ENSG00000012660|ELOVL5|a9df946,ENSMMUG00000006422,ELOVL5,True
ENSG00000012779|ALOX5|0656c29,ENSMMUG00000013434,ALOX5,True
ENSG00000012779|ALOX5|1f3bae2,ENSMMUG00000013434,ALOX5,True
ENSG00000012779|ALOX5|c20eec2,,,
ENSG00000012817|KDM5D|526bcd2,ENSMMUG00000045017,KDM5D,True
ENSG00000012817|KDM5D|9c9f394,,,
ENSG00000012817|KDM5D|d17e0ea,ENSMMUG00000045017,KDM5D,True
ENSG00000013588|GPRC5A|5fb1edf,ENSMMUG00000057981,GPRC5A,True
ENSG00000013588|GPRC5A|8cb001f,,,
ENSG00000013588|GPRC5A|9f46590,ENSMMUG00000057981,GPRC5A,True
ENSG00000014164|ZC3H3|0c0512c,ENSMMUG00000058733,ZC3H3,True
ENSG00000014164|ZC3H3|51d33ff,,,
ENSG00000014164|ZC3H3|783d297,ENSMMUG00000058733,ZC3H3,True
ENSG00000014216|CAPN1|3bff43b,ENSMMUG00000013475,CAPN1,True
ENSG00000014216|CAPN1|48b342e,ENSMMUG00000013475,CAPN1,True
ENSG00000014216|CAPN1|6c6c77c,,,
ENSG00000015133|CCDC88C|0e07d6f,ENSMMUG00000020687,CCDC88C,True
ENSG00000015133|CCDC88C|0f98a9e,ENSMMUG00000020687,CCDC88C,True
ENSG00000015133|CCDC88C|37b6d1b,,,
ENSG00000015133|CCDC88C|4e68874,,,
ENSG00000015133|CCDC88C|8d49f90,ENSMMUG00000020687,CCDC88C,True
ENSG00000015133|CCDC88C|f3291e6,,,
ENSG00000015153|YAF2|3e8efab,ENSMMUG00000010868,YAF2,True
ENSG00000015153|YAF2|6563fb4,ENSMMUG00000010868,YAF2,True
ENSG00000015153|YAF2|adf7122,,,
ENSG00000015153|YAF2|e66fe9f,ENSMMUG00000010868,YAF2,True
ENSG00000015153|YAF2|e8276f0,,,
ENSG00000015475|BID|4401901,ENSMMUG00000020799,BID,True
ENSG00000015475|BID|5a9907f,,,
ENSG00000015475|BID|b493a5c,ENSMMUG00000020799,BID,True
ENSG00000015475|BID|bb3a4f1,ENSMMUG00000020799,BID,True
ENSG00000015475|BID|dfdb49a,ENSMMUG00000020799,BID,True
ENSG00000015475|BID|fa0793a,ENSMMUG00000020799,BID,True
ENSG00000015676|NUDCD3|0a17c24,,,
ENSG00000015676|NUDCD3|36bd539,,,
ENSG00000015676|NUDCD3|9205371,ENSMMUG00000000779,NUDCD3,True
ENSG00000016391|CHDH|0b1d75b,ENSMMUG00000019266,CHDH,True
ENSG00000016391|CHDH|3d39629,ENSMMUG00000019266,CHDH,True
ENSG00000016391|CHDH|971942f,,,
ENSG00000016602|CLCA4|9546883,,,
ENSG00000016602|CLCA4|b5120fe,ENSMMUG00000010306,CLCA4,True
ENSG00000016602|CLCA4|c01d3ef,ENSMMUG00000010306,CLCA4,True
ENSG00000018280|SLC11A1|213da85,,,
ENSG00000018280|SLC11A1|f22d595,ENSMMUG00000013359,SLC11A1,True
ENSG00000018280|SLC11A1|f66713c,ENSMMUG00000013359,SLC11A1,True
ENSG00000018610|CXorf56|8d287d1,ENSMMUG00000022665,CXHXorf56,False
ENSG00000018610|CXorf56|abd1993,ENSMMUG00000022665,CXHXorf56,False
ENSG00000018610|CXorf56|c8f9356,,,
ENSG00000018869|ZNF582|0e9c058,,,
ENSG00000018869|ZNF582|9f5323f,ENSMMUG00000000362,ZNF582,True
ENSG00000018869|ZNF582|c42a63e,ENSMMUG00000000362,ZNF582,True
ENSG00000019102|VSIG2|07ba3dc,ENSMMUG00000057600,VSIG2,True
ENSG00000019102|VSIG2|316ef13,,,
ENSG00000019102|VSIG2|9abf01d,ENSMMUG00000057600,VSIG2,True
ENSG00000020256|ZFP64|190b537,,,
ENSG00000020256|ZFP64|5625b50,ENSMMUG00000018846,ZFP64,True
ENSG00000020256|ZFP64|6436e66,ENSMMUG00000018846,ZFP64,True
ENSG00000020256|ZFP64|6cb26b6,,,
ENSG00000020256|ZFP64|7270387,ENSMMUG00000018846,ZFP64,True
ENSG00000020256|ZFP64|9685847,,,
ENSG00000021645|NRXN3|20b46cc,,,
ENSG00000021645|NRXN3|3fab59a,,,
ENSG00000021645|NRXN3|680dfa3,ENSMMUG00000013842,NRXN3,True
ENSG00000021645|NRXN3|b85d666,ENSMMUG00000013842,NRXN3,True
ENSG00000021645|NRXN3|cae9f37,,,
ENSG00000021645|NRXN3|f7e4031,ENSMMUG00000013842,NRXN3,True
ENSG00000021852|C8B|10570b9,ENSMMUG00000022993,C8B,True
ENSG00000021852|C8B|a0047e9,ENSMMUG00000022993,C8B,True
ENSG00000021852|C8B|f580f82,,,
ENSG00000022556|NLRP2|5fee87f,,,
ENSG00000022556|NLRP2|83ed956,ENSMMUG00000003115,NLRP2,True
ENSG00000022556|NLRP2|9ad9f7b,ENSMMUG00000003115,NLRP2,True
ENSG00000023171|GRAMD1B|13b3630,ENSMMUG00000015522,GRAMD1B,True
ENSG00000023171|GRAMD1B|600b802,ENSMMUG00000015522,GRAMD1B,True
ENSG00000023171|GRAMD1B|634a420,ENSMMUG00000015522,GRAMD1B,True
ENSG00000023171|GRAMD1B|7ffa4fc,ENSMMUG00000015522,GRAMD1B,True
ENSG00000023171|GRAMD1B|87c2c68,,,
ENSG00000023171|GRAMD1B|b48b23c,,,
ENSG00000023191|RNH1|22e737c,,,
ENSG00000023191|RNH1|3b7ad84,ENSMMUG00000010783;ENSMMUG00000056711,;,True;False
ENSG00000023191|RNH1|f3601fa,,,
ENSG00000025423|HSD17B6|05583fd,ENSMMUG00000057617,HSD17B6,True
ENSG00000025423|HSD17B6|5145733,ENSMMUG00000057617,HSD17B6,True
ENSG00000025423|HSD17B6|94ad6da,,,
ENSG00000025708|TYMP|8e9508c,,,
ENSG00000025708|TYMP|d30d43c,ENSMMUG00000001764,nan,False
ENSG00000025708|TYMP|d665378,ENSMMUG00000001764,nan,False
ENSG00000026652|AGPAT4|89db1a1,,,
ENSG00000026652|AGPAT4|8e66480,ENSMMUG00000006147,AGPAT4,True
ENSG00000026652|AGPAT4|c7fbccc,ENSMMUG00000006147,AGPAT4,True
ENSG00000026751|SLAMF7|31ff435,,,
ENSG00000026751|SLAMF7|38e57e8,ENSMMUG00000017327,SLAMF7,True
ENSG00000026751|SLAMF7|58daf31,,,
ENSG00000026950|BTN3A1|18b6c2a,,,
ENSG00000026950|BTN3A1|5d19964,ENSMMUG00000065003,BTN2A2,True
ENSG00000026950|BTN3A1|6078eab,ENSMMUG00000065003,BTN2A2,True
ENSG00000027001|MIPEP|30e3f8b,ENSMMUG00000006942,MIPEP,True
ENSG00000027001|MIPEP|3d218e3,ENSMMUG00000006942,MIPEP,True
ENSG00000027001|MIPEP|77846e4,,,
ENSG00000027847|B4GALT7|d73194f,ENSMMUG00000029662,B4GALT7,True
ENSG00000027847|B4GALT7|f0df785,,,
ENSG00000027847|B4GALT7|fa3a223,ENSMMUG00000029662,B4GALT7,True
ENSG00000027869|SH2D2A|05889c1,ENSMMUG00000010917,SH2D2A,True
ENSG00000027869|SH2D2A|17ab7ad,,,
ENSG00000027869|SH2D2A|946e9c2,ENSMMUG00000010917,SH2D2A,True
ENSG00000028116|VRK2|d0e6b7f,ENSMMUG00000002025,VRK2,True
ENSG00000028116|VRK2|ede2b87,,,
ENSG00000028116|VRK2|faefe45,ENSMMUG00000002025,VRK2,True
ENSG00000028277|POU2F2|46b024f,ENSMMUG00000013376,POU2F2,True
ENSG00000028277|POU2F2|50001b8,,,
ENSG00000029534|ANK1|0aab375,ENSMMUG00000014726,ANK1,True
ENSG00000029534|ANK1|795a803,ENSMMUG00000014726,ANK1,True
ENSG00000029534|ANK1|b344d97,ENSMMUG00000014726,ANK1,True
ENSG00000029534|ANK1|dee1567,,,
ENSG00000029725|RABEP1|407f92f,ENSMMUG00000010465,RABEP1,True
ENSG00000029725|RABEP1|45cc2ff,,,
ENSG00000029725|RABEP1|dc3e40c,ENSMMUG00000010465,RABEP1,True
ENSG00000030110|BAK1|308d9b8,ENSMMUG00000063304,BAK1,True
ENSG00000030110|BAK1|3cb7b3a,ENSMMUG00000063304;ENSMMUG00000059770,BAK1;,True;True
ENSG00000030110|BAK1|cf2cd30,,,
ENSG00000031003|FAM13B|5a64328,ENSMMUG00000008009,FAM13B,True
ENSG00000031003|FAM13B|627a3c4,ENSMMUG00000008009,FAM13B,True
ENSG00000031003|FAM13B|ef5cdda,,,
ENSG00000031081|ARHGAP31|22a74d6,,,
ENSG00000031081|ARHGAP31|8808f28,ENSMMUG00000012009,ARHGAP31,True
ENSG00000031081|ARHGAP31|a4ee017,ENSMMUG00000012009,ARHGAP31,True
ENSG00000031691|CENPQ|3730ad9,,,
ENSG00000031691|CENPQ|81c7efa,ENSMMUG00000048193,CENPQ,True
ENSG00000031691|CENPQ|962415d,ENSMMUG00000048193,CENPQ,True
ENSG00000032389|EIPR1|0ab154e,ENSMMUG00000022879,EIPR1,True
ENSG00000032389|EIPR1|2114a22,ENSMMUG00000022879,EIPR1,True
ENSG00000032389|EIPR1|c70cd20,,,
ENSG00000033327|GAB2|06cc6e0,ENSMMUG00000017477,GAB2,True
ENSG00000033327|GAB2|b85e35a,ENSMMUG00000017477,GAB2,True
ENSG00000033327|GAB2|ea713ca,,,
ENSG00000034152|MAP2K3|7dc2415,ENSMMUG00000010904,MAP2K3,True
ENSG00000034152|MAP2K3|847b8a1,ENSMMUG00000010904,MAP2K3,True
ENSG00000034152|MAP2K3|94b363d,,,
ENSG00000034152|MAP2K3|a9d14db,ENSMMUG00000010904,MAP2K3,True
ENSG00000035681|NSMAF|631533c,ENSMMUG00000017297;ENSMMUG00000023682,;,True;False
ENSG00000035681|NSMAF|774612b,ENSMMUG00000017297;ENSMMUG00000023682,;,True;False
ENSG00000035681|NSMAF|e8c3751,ENSMMUG00000017297,,True
ENSG00000037474|NSUN2|209a63a,,,
ENSG00000037474|NSUN2|32b0985,ENSMMUG00000002561,NSUN2,True
ENSG00000037474|NSUN2|4c4ff45,ENSMMUG00000002561,NSUN2,True
ENSG00000038427|VCAN|2059069,ENSMMUG00000011513,VCAN,True
ENSG00000038427|VCAN|95a5de3,,,
ENSG00000038427|VCAN|f03352e,ENSMMUG00000011513,VCAN,True
ENSG00000039537|C6|4519ec9,ENSMMUG00000021034,C6,True
ENSG00000039537|C6|6d8c805,,,
ENSG00000039537|C6|ed9f506,ENSMMUG00000021034,C6,True
ENSG00000039987|BEST2|9571d69,ENSMMUG00000063236,BEST2,True
ENSG00000039987|BEST2|a242556,ENSMMUG00000063236,BEST2,True
ENSG00000039987|BEST2|b84ca01,,,
ENSG00000040199|PHLPP2|595e1eb,ENSMMUG00000012007,PHLPP2,True
ENSG00000040199|PHLPP2|909d192,,,
ENSG00000040199|PHLPP2|fb05766,ENSMMUG00000012007,PHLPP2,True
ENSG00000040531|CTNS|12bb936,ENSMMUG00000023389,CTNS,True
ENSG00000040531|CTNS|367b15c,ENSMMUG00000023389,CTNS,True
ENSG00000040531|CTNS|47aaff1,ENSMMUG00000023389,CTNS,True
ENSG00000040531|CTNS|c81a302,,,
ENSG00000040531|CTNS|f51767d,,nan,
ENSG00000040608|RTN4R|694f3a7,ENSMMUG00000011547,RTN4R,True
ENSG00000040608|RTN4R|ddf701c,,,
ENSG00000040608|RTN4R|f725425,ENSMMUG00000011547,RTN4R,True
ENSG00000041515|MYO16|3ac0450,,,
ENSG00000041515|MYO16|af73b0b,ENSMMUG00000021231,MYO16,True
ENSG00000041515|MYO16|d60911d,ENSMMUG00000021231,MYO16,True
ENSG00000042088|TDP1|8da9eec,ENSMMUG00000004460,TDP1,True
ENSG00000042088|TDP1|9d5c5c0,,,
ENSG00000042088|TDP1|bedd3ee,ENSMMUG00000004460,TDP1,True
ENSG00000042304|C2orf83|4e98514,ENSMMUG00000045073,,False
ENSG00000042304|C2orf83|684fb8a,ENSMMUG00000045073,nan,False
ENSG00000042304|C2orf83|94aabda,,,
ENSG00000042304|C2orf83|c621ed8,ENSMMUG00000045073,nan,False
ENSG00000042813|ZPBP|1338cd7,ENSMMUG00000058084,ZPBP,True
ENSG00000042813|ZPBP|1590ba9,,,
ENSG00000042813|ZPBP|e4514e4,ENSMMUG00000058084,ZPBP,True
ENSG00000042832|TG|006d704,,,
ENSG00000042832|TG|2099f7b,ENSMMUG00000041378,TG,True
ENSG00000042832|TG|bd53e87,ENSMMUG00000041378,TG,True
ENSG00000042980|ADAM28|435c7e2,ENSMMUG00000005317,ADAM28,True
ENSG00000042980|ADAM28|6f99768,ENSMMUG00000005317,ADAM28,True
ENSG00000042980|ADAM28|ea27b44,,,
ENSG00000046604|DSG2|066b366,ENSMMUG00000021095,DSG2,True
